nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,32,1,1,2,16
2,1,16,1,1,2,1
3,2,32,1,1,8,2
4,2,32,1,1,3,8
5,1,32,1,1,16,8
6,1,32,1,1,8,3
7,1,16,1,1,4,1
8,1,32,1,1,8,16
9,2,16,1,1,4,2
10,2,32,1,1,3,2
11,2,16,1,1,2,4
12,2,16,1,1,2,8
13,1,16,1,1,1,8
14,1,32,1,1,2,3
15,2,32,1,1,16,3
16,1,16,1,1,1,4
17,2,16,1,1,8,2
18,1,16,1,1,8,1
19,2,16,1,1,8,1
20,1,16,1,1,8,4
21,2,32,1,1,2,3
22,1,32,1,1,3,16
23,1,16,1,1,1,8
24,1,16,1,1,1,2
25,2,32,1,1,8,16
26,1,16,1,1,4,1
27,2,16,1,1,1,4
28,2,16,1,1,1,4
29,2,16,1,1,8,4
30,1,32,1,1,8,3
31,2,16,1,1,4,8
32,2,32,1,1,3,16
33,2,16,1,1,2,4
34,1,32,1,1,16,2
35,2,16,1,1,8,2
36,1,16,1,1,2,1
