nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,32,1,1,16,3
2,2,32,1,1,16,3
3,1,16,1,1,1,2
4,2,32,1,1,3,16
5,1,32,1,1,16,2
6,2,16,1,1,4,1
7,1,32,1,1,3,2
8,2,32,1,1,2,8
9,1,32,1,1,2,16
10,1,16,1,1,4,2
11,1,16,1,1,8,1
12,2,16,1,1,1,2
13,2,16,1,1,8,1
14,2,16,1,1,4,1
15,1,32,1,1,3,16
16,2,32,1,1,16,8
17,1,32,1,1,16,8
18,2,16,1,1,4,2
19,1,16,1,1,4,1
20,1,32,1,1,16,3
21,1,16,1,1,1,2
22,1,32,1,1,3,2
23,2,16,1,1,1,4
24,1,32,1,1,8,3
25,2,16,1,1,4,8
26,2,32,1,1,2,16
27,2,16,1,1,2,4
28,1,16,1,1,2,4
29,2,16,1,1,1,4
30,2,16,1,1,2,4
31,2,16,1,1,8,4
32,1,16,1,1,2,1
33,2,16,1,1,4,8
34,1,16,1,1,4,8
35,2,32,1,1,2,16
36,1,16,1,1,2,8
