nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,16,1,1,2,1
2,1,16,1,1,4,2
3,1,32,1,1,16,2
4,2,32,1,1,3,2
5,1,32,1,1,16,3
6,1,32,1,1,3,16
7,2,16,1,1,4,8
8,2,16,1,1,8,4
9,1,32,1,1,16,8
10,1,16,1,1,2,1
11,2,16,1,1,1,8
12,1,16,1,1,8,1
13,2,16,1,1,8,4
14,1,16,1,1,2,8
15,2,16,1,1,4,1
16,2,32,1,1,2,16
17,1,32,1,1,8,2
18,2,32,1,1,2,3
19,1,16,1,1,1,4
20,2,32,1,1,2,3
21,1,16,1,1,8,2
22,1,16,1,1,1,8
23,2,16,1,1,1,2
24,1,16,1,1,2,8
25,2,16,1,1,2,4
26,2,32,1,1,16,2
27,1,32,1,1,8,2
28,2,32,1,1,2,8
29,1,32,1,1,8,3
30,2,32,1,1,8,3
31,2,32,1,1,8,16
32,2,32,1,1,3,8
33,2,32,1,1,16,3
34,1,32,1,1,2,8
35,2,16,1,1,2,4
36,1,16,1,1,4,8
