nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,16,1,1,2,4
2,1,32,1,1,8,3
3,1,16,1,1,8,4
4,2,32,1,1,2,8
5,2,32,1,1,3,16
6,1,16,1,1,4,8
7,1,16,1,1,8,1
8,1,16,1,1,2,1
9,1,32,1,1,3,2
10,2,16,1,1,8,2
11,1,16,1,1,8,1
12,1,32,1,1,3,2
13,2,32,1,1,16,8
14,2,16,1,1,4,2
15,2,16,1,1,2,8
16,2,32,1,1,2,8
17,1,32,1,1,8,2
18,2,16,1,1,1,8
19,1,32,1,1,8,16
20,2,16,1,1,4,8
21,2,32,1,1,2,16
22,2,16,1,1,1,4
23,2,32,1,1,16,3
24,1,16,1,1,1,2
25,2,32,1,1,8,2
26,1,16,1,1,8,2
27,1,16,1,1,2,4
28,1,32,1,1,16,8
29,2,16,1,1,2,8
30,2,32,1,1,3,8
31,2,32,1,1,8,3
32,2,16,1,1,4,1
33,1,32,1,1,2,16
34,2,16,1,1,1,2
35,1,16,1,1,1,2
36,1,16,1,1,8,1
