nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1,1,8,4
2,1,16,1,1,2,4
3,1,16,1,1,8,1
4,1,16,1,1,4,1
5,2,16,1,1,8,2
6,1,16,1,1,1,2
7,1,16,1,1,4,2
8,1,16,1,1,2,1
9,2,16,1,1,4,1
10,1,32,1,1,2,3
11,1,16,1,1,2,8
12,2,16,1,1,2,8
13,2,16,1,1,1,4
14,1,16,1,1,8,2
15,1,16,1,1,2,8
16,1,32,1,1,3,8
17,2,16,1,1,1,4
18,1,16,1,1,4,1
19,2,16,1,1,8,1
20,2,32,1,1,8,3
21,1,32,1,1,8,3
22,2,16,1,1,2,1
23,1,16,1,1,4,8
24,1,32,1,1,2,16
25,2,16,1,1,8,2
26,2,16,1,1,4,8
27,1,16,1,1,2,1
28,2,32,1,1,2,16
29,1,16,1,1,2,4
30,2,16,1,1,8,1
31,2,16,1,1,1,2
32,2,16,1,1,4,8
33,2,16,1,1,1,4
34,2,32,1,1,16,8
35,2,16,1,1,1,8
36,1,16,1,1,8,4
