nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,1,1,3,16
2,1,16,1,1,4,2
3,1,32,1,1,2,16
4,1,32,1,1,8,16
5,1,32,1,1,3,8
6,2,32,1,1,2,8
7,2,16,1,1,1,4
8,1,32,1,1,2,3
9,1,16,1,1,1,4
10,2,16,1,1,2,4
11,1,32,1,1,16,3
12,2,32,1,1,2,16
13,2,16,1,1,8,1
14,2,32,1,1,16,8
15,2,32,1,1,2,3
16,2,32,1,1,3,16
17,1,16,1,1,4,2
18,1,16,1,1,2,8
19,1,32,1,1,3,8
20,2,16,1,1,4,1
21,1,32,1,1,8,3
22,1,32,1,1,2,16
23,1,32,1,1,8,2
24,2,32,1,1,16,8
25,2,16,1,1,4,1
26,1,32,1,1,16,8
27,1,16,1,1,8,1
28,2,16,1,1,2,1
29,1,16,1,1,1,2
30,1,16,1,1,2,1
31,2,16,1,1,8,2
32,1,16,1,1,2,1
33,2,32,1,1,8,16
34,2,32,1,1,8,16
35,2,32,1,1,16,3
36,2,16,1,1,8,1
