nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,16,1,1,1,8
2,1,32,1,1,2,16
3,2,32,1,1,8,16
4,2,32,1,1,8,16
5,2,32,1,1,16,3
6,1,32,1,1,8,3
7,2,16,1,1,2,8
8,1,16,1,1,2,1
9,2,16,1,1,4,8
10,1,32,1,1,8,3
11,1,16,1,1,8,4
12,2,32,1,1,8,2
13,2,16,1,1,8,1
14,1,16,1,1,1,8
15,1,32,1,1,3,2
16,2,16,1,1,1,2
17,1,16,1,1,1,2
18,2,16,1,1,4,1
19,1,32,1,1,2,3
20,1,16,1,1,8,2
21,1,16,1,1,2,8
22,2,32,1,1,2,8
23,2,32,1,1,8,2
24,2,16,1,1,2,4
25,2,32,1,1,2,8
26,1,32,1,1,2,8
27,1,32,1,1,3,8
28,1,32,1,1,16,8
29,1,32,1,1,16,3
30,1,32,1,1,3,16
31,2,32,1,1,16,8
32,1,16,1,1,2,1
33,2,16,1,1,4,2
34,2,16,1,1,8,1
35,2,32,1,1,3,8
36,2,32,1,1,16,2
