nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,32,1,1,2,16
2,2,16,1,1,4,1
3,1,16,1,1,8,2
4,1,16,1,1,8,4
5,2,16,1,1,1,2
6,1,16,1,1,8,1
7,2,16,1,1,2,8
8,2,32,1,1,8,16
9,2,32,1,1,3,16
10,1,16,1,1,2,4
11,2,32,1,1,8,3
12,1,16,1,1,8,2
13,1,16,1,1,4,8
14,1,32,1,1,8,2
15,2,16,1,1,2,1
16,1,16,1,1,1,4
17,2,32,1,1,16,2
18,2,16,1,1,4,1
19,1,32,1,1,2,16
20,1,32,1,1,2,8
21,2,32,1,1,16,3
22,1,16,1,1,4,2
23,1,16,1,1,8,4
24,2,32,1,1,8,16
25,1,32,1,1,2,16
26,2,32,1,1,3,16
27,1,32,1,1,16,8
28,1,32,1,1,3,8
29,2,32,1,1,3,2
30,1,32,1,1,16,2
31,2,32,1,1,3,8
32,2,32,1,1,2,3
33,2,32,1,1,2,8
34,2,32,1,1,3,2
35,2,32,1,1,2,3
36,1,32,1,1,8,3
