nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,32,1,1,3,16
2,1,32,1,1,3,16
3,1,16,1,1,4,1
4,1,16,1,1,2,1
5,1,32,1,1,3,8
6,2,16,1,1,2,1
7,2,32,1,1,2,16
8,2,32,1,1,3,16
9,1,32,1,1,16,2
10,1,16,1,1,1,8
11,1,32,1,1,2,16
12,1,16,1,1,8,2
13,2,16,1,1,2,4
14,1,32,1,1,8,16
15,1,32,1,1,16,8
16,2,16,1,1,2,4
17,2,16,1,1,4,8
18,1,32,1,1,2,3
19,2,16,1,1,1,4
20,2,16,1,1,1,2
21,2,16,1,1,8,1
22,1,16,1,1,8,2
23,1,32,1,1,16,8
24,1,32,1,1,8,2
25,2,16,1,1,8,4
26,1,16,1,1,4,1
27,2,32,1,1,8,3
28,1,16,1,1,8,1
29,2,16,1,1,1,4
30,2,16,1,1,8,2
31,2,32,1,1,3,2
32,2,32,1,1,2,3
33,2,32,1,1,8,3
34,2,16,1,1,4,8
35,2,16,1,1,1,4
36,1,32,1,1,8,3
