nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,16,1,1,8,1
2,1,16,1,1,2,4
3,1,32,1,1,3,2
4,1,16,1,1,8,1
5,1,16,1,1,1,8
6,1,16,1,1,4,1
7,1,32,1,1,8,3
8,2,16,1,1,1,2
9,2,16,1,1,1,2
10,1,16,1,1,8,4
11,1,32,1,1,2,8
12,1,32,1,1,8,3
13,1,32,1,1,3,16
14,2,32,1,1,8,2
15,2,32,1,1,2,16
16,2,16,1,1,2,4
17,1,32,1,1,8,16
18,2,16,1,1,2,1
19,2,16,1,1,1,4
20,2,16,1,1,2,1
21,2,32,1,1,8,16
22,2,32,1,1,2,8
23,2,32,1,1,2,16
24,2,32,1,1,16,3
25,2,16,1,1,4,2
26,2,32,1,1,2,3
27,1,16,1,1,2,8
28,1,32,1,1,16,3
29,2,32,1,1,3,16
30,1,32,1,1,16,2
31,1,16,1,1,8,4
32,2,32,1,1,3,8
33,2,32,1,1,8,16
34,1,32,1,1,16,8
35,2,16,1,1,4,1
36,1,16,1,1,8,2
