nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1,1,1,8
2,1,16,1,1,2,1
3,2,32,1,1,3,8
4,1,32,1,1,3,16
5,1,16,1,1,4,1
6,1,32,1,1,3,8
7,2,32,1,1,2,16
8,1,16,1,1,8,2
9,1,32,1,1,2,3
10,1,16,1,1,1,2
11,1,16,1,1,2,8
12,2,32,1,1,8,3
13,1,32,1,1,8,2
14,1,16,1,1,8,1
15,1,16,1,1,8,4
16,2,16,1,1,2,4
17,2,16,1,1,1,8
18,2,16,1,1,2,1
19,1,32,1,1,8,3
20,2,16,1,1,4,8
21,2,16,1,1,2,8
22,1,16,1,1,8,1
23,1,16,1,1,4,8
24,2,32,1,1,2,8
25,2,16,1,1,8,4
26,1,16,1,1,4,8
27,2,32,1,1,3,2
28,1,16,1,1,1,4
29,1,32,1,1,8,2
30,2,32,1,1,16,3
31,2,16,1,1,8,2
32,2,16,1,1,4,2
33,2,16,1,1,8,4
34,1,32,1,1,2,8
35,2,32,1,1,2,3
36,2,32,1,1,16,2
