nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1,1,4,1
2,1,16,1,1,8,1
3,2,32,1,1,16,2
4,1,32,1,1,8,16
5,2,32,1,1,2,3
6,1,16,1,1,4,1
7,1,32,1,1,2,16
8,1,32,1,1,16,3
9,2,16,1,1,8,2
10,2,16,1,1,8,4
11,2,16,1,1,2,1
12,1,16,1,1,2,4
13,1,16,1,1,4,8
14,1,32,1,1,2,3
15,2,16,1,1,8,2
16,2,32,1,1,3,2
17,1,32,1,1,2,16
18,2,16,1,1,4,1
19,2,16,1,1,2,8
20,2,16,1,1,8,4
21,2,32,1,1,3,8
22,1,16,1,1,8,4
23,1,16,1,1,1,8
24,1,16,1,1,4,8
25,1,16,1,1,1,4
26,1,16,1,1,4,2
27,2,32,1,1,8,3
28,2,32,1,1,8,3
29,1,32,1,1,3,8
30,2,16,1,1,8,1
31,2,16,1,1,1,4
32,2,32,1,1,3,2
33,1,16,1,1,2,8
34,1,16,1,1,2,8
35,1,32,1,1,2,3
36,2,32,1,1,2,8
