nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,16,1,1,4,2
2,2,16,1,1,8,1
3,2,16,1,1,2,1
4,2,32,1,1,16,8
5,1,32,1,1,2,8
6,1,16,1,1,2,4
7,2,16,1,1,4,2
8,1,32,1,1,3,16
9,2,32,1,1,8,2
10,2,32,1,1,3,8
11,2,16,1,1,8,2
12,1,16,1,1,4,8
13,2,16,1,1,1,4
14,1,32,1,1,8,2
15,2,16,1,1,8,2
16,1,32,1,1,2,16
17,2,16,1,1,4,8
18,2,32,1,1,3,2
19,1,32,1,1,2,3
20,2,32,1,1,8,16
21,1,16,1,1,1,8
22,1,16,1,1,1,2
23,1,32,1,1,3,8
24,1,32,1,1,8,3
25,1,16,1,1,1,2
26,2,16,1,1,2,8
27,1,32,1,1,3,2
28,1,32,1,1,2,16
29,1,32,1,1,16,8
30,2,16,1,1,2,8
31,1,32,1,1,8,2
32,2,32,1,1,2,8
33,1,16,1,1,8,4
34,2,32,1,1,16,3
35,2,16,1,1,8,1
36,2,16,1,1,8,1
