nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1,1,4,8
2,1,16,1,1,8,2
3,1,16,1,1,4,8
4,1,16,1,1,8,4
5,2,16,1,1,1,2
6,2,16,1,1,1,2
7,1,16,1,1,2,4
8,2,16,1,1,1,4
9,1,32,1,1,2,8
10,2,32,1,1,3,2
11,2,32,1,1,2,16
12,2,16,1,1,4,2
13,2,32,1,1,8,2
14,1,32,1,1,2,8
15,1,16,1,1,2,1
16,1,16,1,1,1,2
17,1,32,1,1,8,2
18,1,32,1,1,16,3
19,2,32,1,1,16,2
20,2,16,1,1,1,8
21,1,32,1,1,3,8
22,1,32,1,1,16,8
23,1,16,1,1,2,8
24,2,32,1,1,2,16
25,2,16,1,1,4,2
26,1,32,1,1,16,3
27,1,16,1,1,8,1
28,2,16,1,1,4,1
29,1,32,1,1,3,2
30,2,16,1,1,4,8
31,1,32,1,1,16,2
32,2,16,1,1,2,8
33,2,32,1,1,16,8
34,2,32,1,1,3,8
35,2,32,1,1,3,16
36,1,32,1,1,8,3
