nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,32,1,1,8,3
2,2,32,1,1,2,8
3,2,16,1,1,1,2
4,1,16,1,1,2,4
5,2,16,1,1,2,4
6,2,32,1,1,2,16
7,2,32,1,1,16,8
8,1,32,1,1,2,16
9,2,32,1,1,8,16
10,2,32,1,1,2,8
11,2,32,1,1,8,2
12,1,32,1,1,3,2
13,1,32,1,1,8,2
14,1,32,1,1,16,3
15,2,16,1,1,2,1
16,1,16,1,1,8,2
17,1,16,1,1,2,4
18,1,32,1,1,16,2
19,1,16,1,1,4,2
20,2,16,1,1,8,1
21,1,32,1,1,8,16
22,1,16,1,1,4,1
23,1,16,1,1,2,1
24,1,32,1,1,16,3
25,1,16,1,1,2,8
26,1,16,1,1,8,4
27,2,16,1,1,2,8
28,2,32,1,1,16,2
29,2,32,1,1,2,16
30,2,16,1,1,4,8
31,1,16,1,1,1,4
32,1,32,1,1,16,8
33,2,16,1,1,2,8
34,2,32,1,1,2,3
35,2,32,1,1,8,3
36,2,32,1,1,2,3
