nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,1,32,1,1,8,16
2,2,16,1,1,1,8
3,2,16,1,1,1,4
4,1,16,1,1,2,4
5,2,32,1,1,16,8
6,1,32,1,1,8,3
7,2,16,1,1,2,1
8,2,16,1,1,8,2
9,1,16,1,1,4,2
10,2,16,1,1,8,1
11,2,32,1,1,2,3
12,2,32,1,1,8,2
13,1,16,1,1,2,1
14,1,16,1,1,2,4
15,2,32,1,1,2,8
16,1,32,1,1,16,3
17,1,16,1,1,8,4
18,2,16,1,1,2,8
19,1,32,1,1,2,8
20,1,32,1,1,2,3
21,2,32,1,1,2,3
22,1,16,1,1,2,1
23,2,16,1,1,1,8
24,1,16,1,1,8,1
25,1,32,1,1,8,2
26,2,16,1,1,8,1
27,2,32,1,1,16,3
28,2,32,1,1,3,16
29,1,32,1,1,8,16
30,2,16,1,1,4,1
31,1,32,1,1,8,3
32,2,32,1,1,3,8
33,2,32,1,1,16,8
34,1,16,1,1,2,8
35,1,32,1,1,8,16
36,1,32,1,1,2,16
